title,release_date,rating,ratings_count,added,genres,tags,developers
Loadout,2014-01-10,2.47,433,3636,Action|Indie,Steam Achievements|Multiplayer|Steam Cloud|steam-trading-cards|Co-op|cooperative|Third Person|Partial Controller Support|Funny|Gore|Comedy|Free to Play|Third-Person Shooter|Character Customization|Mature|Crafting|Fast-Paced|Valve Anti-Cheat enabled|Cartoony|Arena Shooter|Gun Customization,
LittleBigPlanet 3,2014-11-18,3.51,720,3628,Adventure|Puzzle|Platformer,exclusive|4 giocatori divano,
Deceit,2017-03-03,2.94,412,3625,Action,Steam Achievements|Multiplayer|steam-trading-cards|Co-op|Horror|FPS|Online multiplayer,
SteamWorld Dig 2,2017-09-21,4.07,432,3623,Action|Adventure|Indie|Platformer,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|2D|Female Protagonist|Metroidvania|Steampunk|puzzles,
SpaceChem,2011-01-01,3.09,240,3621,Strategy|Simulation|Indie|Puzzle,Singleplayer|Steam Achievements|Steam Cloud|Great Soundtrack|2D|Sci-fi|Difficult|Steam Leaderboards|Space|Illuminati|Touch-Friendly|Education|Science|Programming,
Aim Lab,2018-02-07,3.04,251,3614,Action|Indie,Singleplayer|Full controller support|Online multiplayer,
Shadow Warrior (2013),2013-09-25,3.64,589,3611,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|First-Person|2D|FPS|Funny|Gore|Classic|Comedy|Hack and Slash|War|Captions available|Side Scroller|Remake|3D Vision|Dark Humor|character|Demons|Ninja|Swordplay|animation|Shadows|vector|sprites|black|spriter,
The Red Solstice,2015-07-09,2.27,169,3610,Action|RPG|Strategy|Indie,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|steam-trading-cards|RPG|Co-op|Sci-fi|Horror|Online Co-Op|Steam Leaderboards|Survival|Online multiplayer|Action RPG|Tactical|stats|Space|Zombies|Captions available|Isometric|Aliens|RTS|Top-Down|Kickstarter|Strategy RPG,
My Friend Pedro,2019-06-19,3.87,745,3606,Action|Shooter|Adventure|Arcade|Indie,Singleplayer|2D|Partial Controller Support|Gore|Violent,
Dungeon of the Endless,2014-10-27,3.61,270,3602,Adventure|RPG|Strategy|Indie,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|steam-trading-cards|Great Soundtrack|RPG|Co-op|cooperative|2D|Sci-fi|Partial Controller Support|Difficult|Survival|Pixel Graphics|Cross-Platform Multiplayer|Replay Value|Roguelike|Roguelite|Dungeon Crawler|Procedural Generation|Resource Management|Tower Defense|Perma Death,
Skullgirls,2012-02-14,3.75,321,3600,Action|Fighting,Singleplayer|Multiplayer|Great Soundtrack|Female Protagonist|Anime|Competitive|Beat 'em up|Hand-drawn|2D Fighter,
Far Cry,2004-03-22,3.9,869,3598,Action|Shooter,Singleplayer|Multiplayer|Atmospheric|Great Soundtrack|Story Rich|Open World|cooperative|First-Person|Sci-fi|Horror|FPS|Difficult|Classic|Sandbox|Survival|Stealth|overlay,
Factorio,2020-08-14,4.36,794,3598,Strategy|Simulation|Casual|Indie,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Co-op|Open World|cooperative|Sci-fi|Sandbox|Survival|Online multiplayer|Local Multiplayer|Early Access|Cross-Platform Multiplayer|Includes level editor|Moddable|Crafting|Aliens|Management|Base Building|Resource Management|Tower Defense|Trains|Automation|in development,
Phasmophobia,2020-09-18,3.86,430,3596,Action|Indie,Singleplayer|Multiplayer|Co-op|cooperative|First-Person|Horror|Online Co-Op|Tactical|Early Access|Dark|Cross-Platform Multiplayer|Mystery|3D|VR|Detective|Demons|Supernatural|Lovecraftian|Thriller|Investigation,
SPORE,2008-09-04,4.15,869,3592,Simulation|Family,Singleplayer|Multiplayer|RPG|Open World|Sci-fi|Funny|Exploration|Sandbox|Comedy|Space|Family Friendly|Aliens|RTS|Science|God Game,
Call of Duty,2003-10-29,4.16,922,3590,Shooter,Singleplayer|Multiplayer|Atmospheric|Story Rich|First-Person|FPS|Classic|War|Historical|Military|Linear|World War II|America,
Hyper Light Drifter,2016-03-30,4.14,594,3587,Action|Adventure|RPG|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Co-op|2D|Sci-fi|Fantasy|Exploration|Difficult|Local Co-Op|Pixel Graphics|Action RPG|Local Multiplayer|Hack and Slash|Post-apocalyptic|controller support|Colorful|Top-Down|Metroidvania|Kickstarter,
Golf With Your Friends,2016-01-29,3.82,368,3584,Sports|Casual|Indie,Singleplayer|Steam Achievements|Multiplayer|Great Soundtrack|Co-op|cooperative|Horror|Funny|Difficult|Online multiplayer|Early Access|stats|Cross-Platform Multiplayer|Family Friendly|Physics|Memes|Illuminati|party|Golf|Mini Golf,
Tropico 3,2009-10-20,3.36,273,3583,Strategy|Simulation,Singleplayer|Steam Achievements|Atmospheric|Great Soundtrack|Funny|Sandbox|Comedy|Management|Economy|City Builder|Satire|Cold War|Politics,
Just Cause 4,2018-12-04,3.04,517,3578,Action|Adventure,Singleplayer|Steam Achievements|Full controller support|Atmospheric|steam-trading-cards|Story Rich|Open World|cooperative|Gore|Sandbox|Violent|Action-Adventure|Third-Person Shooter|Physics|3rd-Person Perspective|Destruction,
Endless Legend,2014-09-18,3.64,371,3578,RPG|Strategy,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Open World|Sci-fi|Partial Controller Support|Fantasy|Exploration|Sandbox|Tactical|Steam Workshop|Cross-Platform Multiplayer|Turn-Based|Medieval|Turn-Based Strategy|Grand Strategy|4X|Hex Grid,
AdVenture Capitalist,2015-02-19,2.8,468,3574,Simulation|Board Games|Casual|Indie,Singleplayer|Steam Achievements|Steam Cloud|steam-trading-cards|Great Soundtrack|2D|Funny|Sandbox|Comedy|Free to Play|Point & Click|Family Friendly|Memes|Management|Touch-Friendly|Real-Time|Clicker|Capitalism,
STAR WARS: The Force Unleashed II,2010-10-25,3.65,567,3572,Action|Adventure,Singleplayer|Steam Cloud|Story Rich|Third Person|Sci-fi|Partial Controller Support|Fantasy|Controller|Hack and Slash|Short|Star Wars,
Besiege,2015-01-28,3.79,469,3572,Strategy|Simulation|Indie,Singleplayer|Open World|Third Person|Funny|Gore|Difficult|Sandbox|Early Access|Steam Workshop|Physics|Building|Medieval|overlay|Blood|Destruction|in development,
RUINER,2017-09-26,3.72,593,3570,Action|Shooter,Great Soundtrack|Isometric|Cyberpunk|Twin Stick Shooter,
Vampire: The Masquerade - Bloodlines,2004-11-15,4.36,893,3561,Action|RPG,Singleplayer|Atmospheric|Great Soundtrack|RPG|Story Rich|First-Person|Third Person|Horror|FPS|Classic|Female Protagonist|Stealth|Action RPG|Dark|Cult Classic|Supernatural|Gothic|cloud saves|Vampire,
Bulletstorm,2011-02-22,4.08,858,3557,Action|Shooter,Multiplayer|FPS|Dark|combat|Epic|fun|destroy|hunt|planet|humor|murder|fly|run,
Gothic 3,2006-10-12,3.71,522,3545,Action|Adventure|RPG,Singleplayer|Atmospheric|Great Soundtrack|RPG|Story Rich|Open World|First-Person|Third Person|Fantasy|Classic|Sandbox|Action RPG|role-playing|Replay Value|Medieval|Magic|Gothic,
Rayman Origins,2011-11-15,4.13,760,3542,Action|Arcade|Family|Platformer,Singleplayer|Full controller support|Great Soundtrack|Co-op|cooperative|2D|Fantasy|Funny|Difficult|Comedy|Split Screen|Local Co-Op|Controller|Local Multiplayer|Family Friendly|controller support|Colorful|Side Scroller|3D Vision|Cartoony|4 Player Local,
We Were Here,2017-02-03,3.78,468,3541,Action|Adventure|Puzzle,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|Co-op|cooperative|First-Person|Partial Controller Support|Horror|Online Co-Op|Difficult|Survival|Free to Play|Online multiplayer|Cross-Platform Multiplayer|Mystery|VR|Co-op Campaign,
Snake Pass,2017-03-28,3.23,250,3538,Adventure|Simulation|Casual|Indie|Puzzle,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|Difficult|Steam Leaderboards|Family Friendly|Cute|Colorful|Physics|Puzzle-Platformer|3D Platformer,
Aegis Defenders,2018-02-07,2.53,108,3534,Action|Adventure|RPG|Strategy|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|RPG|cooperative|Split Screen|Local Co-Op|role-playing|Captions available,
Game Dev Tycoon,2012-12-10,4.0,755,3529,Strategy|Simulation|Casual|Indie,Singleplayer|Steam Achievements|Steam Cloud|steam-trading-cards|Great Soundtrack|2D|Funny|Difficult|Sandbox|Comedy|Steam Workshop|Point & Click|Moddable|Replay Value|Isometric|Management|Economy|Touch-Friendly|GameMaker,
Kane & Lynch 2: Dog Days,2010-08-17,3.26,514,3527,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Atmospheric|Co-op|Story Rich|Open World|cooperative|Third Person|FPS|Steam Leaderboards|Violent|Local Co-Op|Third-Person Shooter|Nudity|Short|Mature|Crime|Heist,
DiRT Rally 2.0,2019-02-26,3.57,333,3522,Simulation|Sports|Racing,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Online multiplayer|VR|3D Vision|TrackIR,
Race The Sun,2013-08-17,3.15,404,3517,Action|Racing|Arcade|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Co-op|Sci-fi|Difficult|Steam Leaderboards|Controller|stats|Steam Workshop|Includes level editor|controller support|Fast-Paced|VR|Kickstarter|Perma Death|Minimalist|Flight|Runner,
Lost Ark,2022-02-11,3.17,281,3513,RPG|Massively Multiplayer,Singleplayer|Multiplayer|RPG|Online Co-Op|Fantasy|Gore|Violent|Free to Play|Action RPG|PvP|Hack and Slash|Character Customization|Isometric|Sexual Content|mmo|MMORPG|PvE|Class-Based|Conquistas Steam|Um jogador|multijogador|cooperativo|Compras em aplicativo|JxJ|Cooperativo online|JxJ online|Compatibilidade parcial com controle,
Overwatch,2016-05-24,4.13,1142,3512,Action|Shooter|Casual|Massively Multiplayer,Multiplayer|First-Person|Sci-fi|FPS|Funny|PvP|3D|Team-Based|online|hero|Hero Shooter|Team,
Call of Duty: Advanced Warfare,2014-11-03,3.47,863,3500,Action|Shooter,Singleplayer|Multiplayer|Sci-fi|Post-apocalyptic|Conspiracy,
Serious Sam HD: The Second Encounter,2010-04-28,3.89,412,3495,Action|Shooter|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Great Soundtrack|Co-op|First-Person|Sci-fi|FPS|Online Co-Op|Funny|Gore|Steam Leaderboards|Classic|Comedy|Steam Workshop|Includes level editor|Colorful|Aliens|Remake|Cult Classic|Arena Shooter,
Oddworld: New 'n' Tasty,2014-07-22,3.52,387,3494,Action|Adventure|Indie|Platformer,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|2D|Sci-fi|Funny|Difficult|Steam Leaderboards|Classic|Comedy|Stealth|controller support|Side Scroller|Remake|3D Vision|Puzzle-Platformer|2.5D|Cult Classic,
The Dark Pictures Anthology: Man of Medan,2019-08-30,3.63,755,3489,Action|Adventure,Singleplayer|Multiplayer|Full controller support|Co-op|cooperative|Horror|Gore|Violent|Online multiplayer|Local Multiplayer|Choices Matter,
Orcs Must Die!,2011-10-05,3.7,431,3488,Action|Strategy|Indie,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Great Soundtrack|RPG|Co-op|Third Person|Partial Controller Support|Fantasy|Funny|Steam Leaderboards|Comedy|Third-Person Shooter|stats|Magic|Cartoony|Tower Defense|Score Attack,
Risen 2: Dark Waters,2012-04-23,3.43,386,3484,Action|RPG,Singleplayer|Steam Achievements|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Story Rich|Open World|Third Person|Partial Controller Support|Fantasy|Exploration|Sandbox|Action RPG|stats|controller support|Dark Fantasy|Gothic|Pirates,
Prince of Persia: The Sands of Time,2003-10-28,4.22,931,3475,Action|Adventure,Singleplayer|Atmospheric|Great Soundtrack|Story Rich|Third Person|Fantasy|Classic|Hack and Slash|controller support|Parkour|Puzzle-Platformer|Time Travel|Time Manipulation,
Vanquish,2010-10-19,4.01,560,3471,Action|Shooter|Adventure|Indie,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|Story Rich|2D|Third Person|Sci-fi|Fantasy|Classic|Third-Person Shooter|Retro|Hack and Slash|combat|Futuristic|Medieval|Fast-Paced|Magic|Linear|Cartoon|Mythology|Mechs|Character Action Game|Bullet Time|Action Roguelike,
Red Faction Guerrilla Re-Mars-tered,2018-07-02,3.47,289,3470,Action|Shooter|Arcade,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Open World|Third Person|Sci-fi|Gore|Steam Leaderboards|Sandbox|Online multiplayer|Third-Person Shooter|Physics|Destruction|Mars,
LEGO Star Wars - The Complete Saga,2007-11-06,4.1,631,3470,Action|Adventure,Singleplayer|Multiplayer|Full controller support|Steam Cloud|Great Soundtrack|Co-op|Open World|cooperative|Sci-fi|Funny|Classic|Comedy|Split Screen|Local Co-Op|Controller|Local Multiplayer|Space|Family Friendly|Star Wars|LEGO,
Tom Clancy's Splinter Cell: Conviction,2010-04-13,3.84,683,3464,Action|Adventure,Singleplayer|Multiplayer|Co-op|cooperative|Partial Controller Support|Stealth,
Star Wars: Republic Commando,2005-03-01,4.18,528,3455,Action|Shooter,Singleplayer|Multiplayer|Steam Cloud|Atmospheric|Great Soundtrack|Co-op|cooperative|First-Person|Sci-fi|FPS|Classic|Tactical|Local Multiplayer|Dark|Space|War|Team-Based|Futuristic|Star Wars,
MultiVersus,2022-07-26,3.15,186,3452,Action|Fighting,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Co-op|cooperative|2D|Online Co-Op|Fantasy|Funny|PvP|In-App Purchases|Character Customization|Choices Matter|Colorful|Memes|Competitive|Beat 'em up|Online PvP|1990's|Hand-drawn|Comic Book|Superhero|Cartoon|1980s|2D Fighter|Remote Play Together|2D Platformer|2D-платформер|2D-файтинг,
HELLDIVERS,2015-12-07,3.61,565,3452,Action,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Co-op|cooperative|Sci-fi|Online Co-Op|Funny|Difficult|Survival|Comedy|Split Screen|Local Co-Op|Space|Hack and Slash|Isometric|Valve Anti-Cheat enabled|Top-Down|4 Player Local|Top-Down Shooter|Twin Stick Shooter|Mechs,
Anomaly: Warzone Earth,2011-04-07,2.9,226,3451,Action|Strategy|Simulation|Indie,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|steam-trading-cards|Sci-fi|Steam Leaderboards|controller support|Aliens|RTS|Top-Down|Tower Defense|Touch-Friendly,
Lord of the Rings: War in the North,2011-11-01,3.35,392,3439,Action|RPG,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|RPG|Co-op|Open World|cooperative|Third Person|Online Co-Op|Fantasy|Gore|Female Protagonist|Action RPG|Controller|Hack and Slash|Medieval|Linear|3D Vision,
Slime Rancher,2016-01-14,3.87,573,3425,Action|Adventure|Simulation|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|steam-trading-cards|Great Soundtrack|Open World|First-Person|FPS|Fantasy|Funny|Exploration|Sandbox|Female Protagonist|Early Access|Anime|Family Friendly|Cute|controller support|Colorful|Management|in development,
Headsnatchers,2018-07-24,1.82,129,3417,Action|Sports|Casual|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|steam-trading-cards|Co-op|cooperative|Online multiplayer|Split Screen|Local Co-Op|Local Multiplayer|Early Access|party,
"Warhammer 40,000: Dawn of War II",2009-02-18,3.96,388,3404,RPG|Strategy,Singleplayer|Multiplayer|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Co-op|cooperative|Sci-fi|Online Co-Op|Fantasy|Gore|Tactical|Space|War|Futuristic|RTS|Blood|battle|Epic|Real-Time|Science|Games Workshop|Co-op Campaign|Warhammer 40K|interactive|office,
Company of Heroes: Tales of Valor,2009-04-07,3.39,203,3400,Strategy,Singleplayer|Multiplayer|Steam Cloud|Tactical|War|RTS|Military|Base Building|World War II,
Bloodstained: Ritual of the Night,2019-06-18,4.01,455,3398,Action|Adventure,Singleplayer|Steam Achievements|Multiplayer|Full controller support|RPG|cooperative|2D|Online Co-Op|Female Protagonist|Online multiplayer|Local Co-Op|Local Multiplayer|Anime|role-playing|Captions available|Crafting|Side Scroller|Metroidvania|2.5D,
PAC-MAN CHAMPIONSHIP EDITION 2,2016-09-13,3.13,200,3395,Arcade|Casual,Singleplayer|Steam Achievements|Full controller support|steam-trading-cards|Great Soundtrack|Steam Leaderboards|Classic,
Her Story,2015-06-23,3.97,622,3391,Adventure|Simulation|Indie|Puzzle,Singleplayer|Steam Achievements|steam-trading-cards|Story Rich|Horror|Female Protagonist|Point & Click|Mystery|Short|Realistic|Crime|Visual Novel|Detective|Experimental|FMV,
Alice: Madness Returns,2011-06-14,4.02,568,3390,Action|Adventure,Singleplayer|Atmospheric|Story Rich|Third Person|Horror|Fantasy|Gore|Female Protagonist|Action-Adventure|Dark|Hack and Slash|3D Vision|Steampunk|Surreal|Gothic|Psychological|Based On A Novel,
Realm Royale,2018-06-05,2.62,471,3389,Action,Singleplayer|Multiplayer|Co-op|Open World|cooperative|Third Person|Partial Controller Support|FPS|Online Co-Op|Fantasy|Survival|Free to Play|Online multiplayer|Third-Person Shooter|Early Access|PvP|Team-Based|Memes|Competitive|Other,
Cry of Fear,2012-02-22,3.58,332,3383,Action|Adventure|Indie,Singleplayer|Multiplayer|Steam Cloud|Atmospheric|Co-op|cooperative|First-Person|Horror|FPS|Online Co-Op|Survival|Free to Play|Zombies|Survival Horror|Valve Anti-Cheat enabled|Psychological|Mod,
The Elder Scrolls II: Daggerfall,1996-08-30,3.25,114,3375,Action|RPG,Singleplayer|Steam Cloud|RPG|Story Rich|Open World|First-Person|Partial Controller Support|Fantasy|Classic|Violent|Free to Play|Action RPG|role-playing|Sexual Content|Dungeon Crawler,
ArmA II: Operation Arrowhead,2010-06-29,3.27,218,3368,Action|Strategy|Simulation,Singleplayer|Multiplayer|Co-op|Open World|cooperative|First-Person|Third Person|Partial Controller Support|FPS|Difficult|Sandbox|Tactical|Includes level editor|Moddable|War|Captions available|Realistic|Team-Based|Military|Modern,
Persona 4 Golden,2012-11-20,4.44,595,3359,RPG,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Great Soundtrack|RPG|Story Rich|Violent|Anime|exclusive|Mystery|Colorful|Turn-Based Strategy|Sexual Content|Multiple Endings|Steam Trading Cards|Visual Novel|JRPG|Detective|Turn-Based Combat|Emotional|Dating Sim|Party-Based RPG,
